1361	1362	0	20220127
1363	58	4	20220127
510	626	3	20220127
510	626	3	20220127
158	285	2	20220127
276	275	2	20220127
1244	1364	2	20220127
224	22	2	20220127
1365	339	1	20220127
731	900	4	20220127
731	900	4	20220127
487	221	0	20220127
487	221	0	20220127
480	1033	0	20220128
480	1033	0	20220128
480	1033	0	20220128
97	7	3	20220128
97	7	0	20220128
664	1038	4	20220128
664	1038	4	20220128
664	1038	4	20220128
664	1038	4	20220128
7	97	2	20220128
1366	6	3	20220128
97	7	2	20220128
7	97	2	20220128
727	51	3	20220128
7	97	2	20220128
10	285	2	20220128
10	285	2	20220128
7	10	2	20220128
7	336	8	20220128
7	336	8	20220128
1367	1368	3	20220128
1095	1147	2	20220128
989	178	4	20220128
228	6	4	20220128
228	6	4	20220128
487	221	0	20220129
487	221	0	20220129
36	6	0	20220129
6	36	0	20220129
36	6	5	20220129
1369	7	14	20220129
610	24	4	20220130
6	32	13	20220130
6	32	14	20220130
716	7	4	20220131
716	7	4	20220131
97	7	3	20220204
97	7	3	20220204
344	87	3	20220204
7	97	3	20220204
280	281	3	20220204
280	281	3	20220204
7	87	3	20220204
99	183	3	20220204
71	537	0	20220204
1370	100	4	20220204
1371	1372	0	20220205
1371	1372	0	20220205
1371	1372	0	20220205
100	191	4	20220206
71	537	0	20220206
71	537	0	20220206
71	537	0	20220206
1373	1109	4	20220206
1373	1109	4	20220206
7	97	3	20220207
159	158	3	20220207
73	26	3	20220207
7	10	2	20220207
7	10	2	20220207
7	10	2	20220207
280	281	3	20220207
2	3	3	20220207
2	3	3	20220207
2	3	3	20220207
1374	99	4	20220207
1374	99	4	20220207
1374	99	4	20220207
13	7	0	20220207
13	7	0	20220207
1374	99	4	20220207
249	27	11	20220207
249	27	11	20220207
249	27	11	20220207
249	27	11	20220207
1375	29	9	20220207
1375	29	9	20220207
524	230	4	20220207
862	662	4	20220207
862	662	4	20220207
862	662	4	20220207
1376	962	15	20220207
38	6	0	20220208
1375	29	3	20220208
119	42	2	20220208
280	281	3	20220208
248	6	2	20220208
248	6	2	20220208
6	248	2	20220208
