799	0
799	669
799	0
799	6
799	1100
799	0
799	669
799	0
799	0
799	669
799	0
799	6
799	32
799	6
799	0
799	1100
799	1100
799	0
799	0
799	1100
799	1100
799	0
799	6
799	0
799	669
799	145
799	4
799	0
799	6
799	0
799	6
799	1100
799	0
799	669
799	1100
799	0
799	669
799	0
799	6
799	32
799	6
799	0
799	1100
799	1100
799	0
799	669
799	0
799	6
799	0
799	6
799	0
799	669
799	145
799	5
799	1100
799	0
799	6
799	0
799	669
799	0
799	6
799	0
799	0
799	6
799	1100
799	0
799	6
799	1100
799	0
799	1100
799	0
799	1100
799	1100
799	0
799	6
799	617
799	9
799	1100
799	0
799	1100
799	1100
799	0
799	669
799	145
799	1399
799	1100
799	1100
799	0
799	669
799	145
799	1399
799	0
799	6
799	617
799	9
799	1100
799	0
799	0
799	6
799	27
799	6
799	1100
799	0
799	669
799	1100
799	0
799	0
799	669
799	145
799	4
799	1100
799	0
799	669
799	1100
799	1100
799	1100
799	1100
799	0
799	6
799	0
799	669
799	1100
799	0
799	669
799	1100
799	1100
799	0
799	669
799	0
799	0
799	1100
799	0
799	0
799	6
799	1100
799	0
799	6
799	0
799	669
799	0
799	6
799	0
799	0
799	1100
799	1100
799	0
799	6
799	617
799	6
1100	799
1100	799
1100	799
1100	0
1100	799
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	799
1100	0
1100	799
1100	799
1100	0
1100	799
1100	0
1100	669
1100	145
1100	799
1100	0
1100	799
1100	0
1100	799
1100	799
1100	0
1100	799
1100	799
1100	0
1100	799
1100	0
1100	799
1100	0
1100	799
1100	0
1100	6
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	799
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	799
1100	799
1100	0
1100	669
1100	0
1100	799
1100	799
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	799
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	0
1100	669
1100	145
1100	799
1100	0
1100	6
1100	617
1100	799
1100	0
1100	669
1100	0
1100	799
1100	0
1100	799
1100	799
1100	799
1100	799
1100	799
1100	0
1100	799
1100	0
1100	799
1100	0
1100	799
1100	799
1100	0
1100	799
1100	0
1100	669
1100	0
1100	799
1100	0
1100	6
1100	32
1100	799
1100	0
1100	6
1100	32
1100	799
1100	0
1100	6
1100	0
1100	799
1100	799
1100	799
1100	799
1100	0
1100	799
1100	799
1100	799
1100	799
1100	799
1100	799
1100	799
1100	0
1100	669
1100	0
1100	799
1100	0
1100	6
1100	32
1100	799
1100	799
1100	799
1100	799
1100	0
1100	799
1100	799
1100	799
1100	799
1100	0
1100	799
1100	799
1100	799
1100	799
1100	0
1100	799
1100	799
1100	799
1100	799
1100	0
1100	799
1100	0
1100	669
1100	0
6	32
6	32
6	27
6	2
6	280
6	2
6	27
6	617
6	9
6	27
6	2
6	27
6	2
6	32
6	32
6	0
6	27
6	2
6	32
6	0
6	32
6	32
6	27
6	2
6	1381
6	1401
6	32
6	617
6	27
6	2
6	99
6	249
6	617
6	9
6	617
6	9
6	0
6	799
6	0
6	0
6	669
6	0
6	799
6	0
6	617
6	9
6	27
6	617
6	0
6	799
6	0
6	799
6	32
6	617
6	9
6	617
6	9
6	617
6	9
6	32
6	0
6	617
6	617
6	617
6	0
6	799
6	27
6	0
6	799
6	27
6	2
6	275
6	2
6	617
6	9
6	617
6	9
6	617
6	9
6	617
6	9
6	32
6	0
6	799
6	617
6	9
6	1400
6	9
6	32
6	27
6	32
6	0
6	799
6	32
6	27
6	27
6	0
6	32
6	27
6	617
6	27
6	2
6	0
6	799
6	0
6	669
6	32
6	617
6	32
6	32
6	0
6	799
6	1100
6	799
6	27
6	2
6	280
6	281
6	27
6	617
6	617
6	9
6	1400
6	9
6	27
6	0
6	669
6	617
6	617
6	617
6	9
6	617
6	27
6	0
6	0
6	799
6	1100
6	799
6	32
6	0
6	32
6	27
6	2
6	0
6	799
6	1100
6	799
6	0
6	27
32	6
32	27
32	6
32	27
32	6
32	27
32	6
32	6
32	6
32	6
32	27
32	6
32	0
32	6
32	27
32	6
32	6
32	27
32	6
32	0
32	6
32	27
32	6
32	617
32	6
32	0
32	799
32	0
32	6
32	0
32	6
32	617
32	6
32	27
32	6
32	27
32	6
32	0
32	669
32	145
32	6
32	27
32	6
32	6
32	27
32	6
32	617
32	6
32	6
32	617
32	6
32	617
32	9
32	1400
32	6
32	27
32	2
32	27
32	6
32	617
32	9
32	617
32	6
32	617
32	9
32	1400
32	6
32	617
32	6
32	0
32	6
32	27
32	6
32	0
32	6
32	6
32	6
32	0
32	6
32	617
32	6
32	6
32	6
32	6
32	6
32	0
32	669
32	0
32	6
32	617
32	9
32	1400
32	6
32	27
32	2
32	1381
32	6
32	0
32	669
32	0
32	6
32	617
32	9
32	617
32	6
32	0
32	799
32	1100
32	6
32	6
32	27
32	6
32	27
32	6
32	0
32	6
32	617
32	6
32	27
32	6
32	617
32	9
32	1400
32	6
32	27
32	2
32	522
32	6
32	6
32	0
32	6
32	6
32	0
32	6
32	6
32	6
32	27
32	2
32	99
32	6
32	27
32	6
32	6
32	617
32	6
32	0
32	6
32	27
32	2
32	522
32	6
32	6
32	6
32	0
32	799
32	1100
32	6
32	617
32	6
32	27
32	6
32	0
32	6
32	617
32	6
32	617
32	6
32	6
32	617
32	9
32	617
32	6
32	6
32	0
32	6
32	27
32	6
32	0
669	0
669	6
669	0
669	145
669	5
669	145
669	5
669	145
669	1399
669	145
669	4
669	145
669	0
669	0
669	799
669	1100
669	799
669	0
669	6
669	27
669	6
669	0
669	799
669	1100
669	799
669	145
669	1399
669	145
669	1399
669	145
669	0
669	6
669	0
669	799
669	1100
669	799
669	145
669	1399
669	145
669	1399
669	145
669	0
669	6
669	0
669	799
669	1100
669	799
669	145
669	5
669	145
669	5
669	145
669	145
669	4
669	0
669	799
669	1100
669	799
669	145
669	1399
669	145
669	145
669	1399
669	145
669	0
669	145
669	0
669	0
669	0
669	6
669	27
669	2
669	0
669	6
669	617
669	6
669	145
669	5
669	145
669	5
669	145
669	5
669	145
669	1399
669	0
669	6
669	0
669	0
669	6
669	617
669	6
669	0
669	6
669	32
669	6
669	145
669	5
669	145
669	0
669	6
669	32
669	6
669	0
669	0
669	6
669	0
669	145
669	1399
669	145
669	5
669	145
669	1399
669	145
669	4
669	260
669	4
669	0
669	6
669	27
669	2
669	145
669	4
669	145
669	0
669	6
669	27
669	2
669	145
669	4
669	408
669	566
669	0
669	0
669	145
669	1399
669	145
669	1399
669	145
669	4
669	100
669	4
669	145
669	4
669	255
669	1397
669	145
669	5
669	145
669	5
669	145
669	145
669	1399
669	0
669	0
669	6
669	145
669	0
669	145
669	0
669	799
669	145
669	5
669	145
669	5
669	145
669	0
669	799
669	145
669	145
669	5
669	0
669	145
669	1399
145	669
145	0
145	6
145	0
145	669
145	669
145	0
145	4
145	192
145	4
145	192
145	1399
145	1399
145	669
145	0
145	799
145	1100
145	4
145	1402
145	4
145	192
145	669
145	1399
145	1399
145	5
145	5
145	1399
145	5
145	4
145	1402
145	669
145	0
145	799
145	1100
145	5
145	1399
145	669
145	0
145	669
145	0
145	1399
145	4
145	192
145	5
145	5
145	5
145	1399
145	5
145	5
145	1399
145	1399
145	5
145	4
145	408
145	4
145	260
145	4
145	408
145	1399
145	4
145	322
145	5
145	1399
145	4
145	408
145	566
145	408
145	1399
145	4
145	100
145	1399
145	669
145	5
145	1399
145	4
145	260
145	63
145	260
145	1399
145	669
145	669
145	4
145	322
145	1399
145	1399
145	669
145	669
145	0
145	4
145	5
145	669
145	0
145	669
145	0
145	1399
145	1399
145	4
145	945
145	4
145	192
145	669
145	0
145	799
145	1100
145	1399
145	5
145	5
145	669
145	0
145	669
145	0
145	799
145	0
145	5
145	4
145	945
145	4
145	255
145	1397
145	255
145	1399
145	669
145	4
145	255
145	4
145	100
145	5
145	1399
145	4
145	255
145	4
145	408
145	4
145	322
145	1403
145	322
145	5
145	669
145	4
145	100
145	191
145	100
145	1399
145	4
145	1402
145	1399
145	1399
